CNPJ_CIA;SETOR_ATIV;ANO;Distribuição_do_Valor_Adicionado;Impostos_Taxas_e_Contribuições;Outros;Pessoal;Receitas;Remuneração_de_Capitais_de_Terceiros;Remuneração_de_Capitais_Próprios;Valor_Adicionado_Bruto;Valor_Adicionado_Líquido_Produzido;Valor_Adicionado_Total_a_Distribuir
60.500.139/0001-26;Comércio (Atacado e Varejo);2013;705690.609350199;3068.69239313375;0;492560.228520764;3822154.98831213;188298.374900901;21763.3135354001;776133.479503258;696263.907227501;705690.609350199
60.500.139/0001-26;Comércio (Atacado e Varejo);2014;767645.584159368;4230.81758367468;0;496396.524803499;3792716.34421619;257976.0295545;9042.21221769371;820759.730678405;749838.074523061;767645.584159368
60.500.139/0001-26;Comércio (Atacado e Varejo);2015;704539.62483072;-22973.1404145002;0;348885.025955507;2726978.44913649;244815.514738499;133812.224551213;389742.347095448;675181.010866984;704539.62483072
60.500.139/0001-26;Comércio (Atacado e Varejo);2016;474165.52403262;39510.2055836943;0;272487.749059075;2603759.41554593;229206.016903691;-67038.4475138401;461109.825736115;413039.344715714;474165.52403262
60.500.139/0001-26;Comércio (Atacado e Varejo);2017;370840.47579745;27058.3884110166;0;253040.059239472;2491165.60232766;158746.903625763;-68004.8754788015;409352.42702463;361118.022247109;370840.47579745
60.500.139/0001-26;Comércio (Atacado e Varejo);2018;94116.4274608978;108048.720324085;0;223866.1849988;1957748.79546042;142699.766380778;-380498.244242765;139901.707021251;88087.8011436835;94116.4274608978
60.500.139/0001-26;Comércio (Atacado e Varejo);2019;-105571.569137048;42411.3046380279;0;149411.625544409;924874.209483367;87403.0728865447;-384797.57220603;-327359.573472417;-468420.0783871;-105571.569137048
60.500.139/0001-26;Comércio (Atacado e Varejo);2020;-347387.02224084;17045.1287847;0;80328.13767126;340019.91255204;41316.04848744;-486076.33718424;-290561.81783778;-352604.23325316;-347387.02224084
60.500.139/0001-26;Comércio (Atacado e Varejo);2021;121630509;6391.3734;0;27565.6374;291714.5808;38859.6348;48813.8634;64832976;63482.6412;121630509
60.500.139/0001-26;Comércio (Atacado e Varejo);2022;254369;6511;0;25875;367604;106210;115773;236890;240066;254369
60.537.263/0001-66;Serviços Transporte e Logística;2019;508517.071310704;203115.029263686;0;70960.9346164293;1510507.58289769;286011.666637305;-51570.5592067163;757626.777558536;493555.705407789;508517.071310704
60.537.263/0001-66;Serviços Transporte e Logística;2020;195261.99892002;115213.02373854;0;49722.1986465;867405.34812024;228021.311673;-197694.53513802;462828.24104364;165133.30033422;195261.99892002
60.537.263/0001-66;Serviços Transporte e Logística;2021;216946395;138503.3544;0;45391536;1020691449;269909.5266;-236858022;453508569;202468.8618;216946395
60.537.263/0001-66;Serviços Transporte e Logística;2022;361204;175614;0;45854;1288573;297422;-157686;569288;338646;361204
60.543.816/0001-93;Telecomunicações;2010;9703008.20808156;4930261.0202964;0;1578137.6805531;19073816.9446606;2510673.04097227;683936.466259792;12284436.2425327;8644358.88985749;9703008.20808156
60.543.816/0001-93;Telecomunicações;2011;9033271.70851229;3448083.99842012;0;1447148.01063504;14899250.5859135;2289230.06487156;1848809.63458558;10552635.2257554;8026237.73443727;9033271.70851229
60.543.816/0001-93;Telecomunicações;2012;7352759.32347993;2891666.84302501;0;1767364.4452016;12461557.5303544;2291191.59255009;402536.442703226;8282232.25172494;6454100.48470933;7352759.32347993
60.543.816/0001-93;Telecomunicações;2013;752524.939169372;140909.139921315;0;123554.982449687;1076235.2158211;356870.874189731;131189.942608639;666180.35908806;591019.123670395;752524.939169372
60.543.816/0001-93;Telecomunicações;2014;81633.2240652202;111225.346457839;0;136501.688771612;1183107.46541351;381706.596598077;-547800.407762308;962755.660804495;821149.928804382;81633.2240652202
60.543.816/0001-93;Telecomunicações;2015;-33612.264612924;141739.807097133;0;138145.836407638;1532278.05183084;498315.387734255;-811813.29585195;1039499.97769764;884350.961722857;-33612.264612924
60.543.816/0001-93;Telecomunicações;2016;799807.174514467;143305.899935001;0;95427.8300097659;1019197.5345004;439301.440907736;121772.003661964;866564.405812294;685788.127008791;799807.174514467
60.543.816/0001-93;Telecomunicações;2017;791139.161714423;144516.244071982;0;91097.6638873724;1010035.5749058;313240.560694337;242284.693060732;848765.226504331;705678.06281569;791139.161714423
60.543.816/0001-93;Telecomunicações;2018;808384.44197376;172293.121544698;0;107358.977886203;1028369.40718499;226526.800252789;302205.542290071;868023.835181307;725997.418822155;808384.44197376
60.543.816/0001-93;Telecomunicações;2019;861728.462360495;195067.563751744;0;106604.72240632;1139099.87062644;214557.141231809;345499.034970622;934214.931253918;786879.290498819;861728.462360495
60.543.816/0001-93;Telecomunicações;2020;628716.78595602;148519.07796528;0;91710.09047034;876998.8076238;184525.247394;203962.3701264;721268.99729802;546670.81437462;628716.78595602
60.543.816/0001-93;Telecomunicações;2021;1088007435;308292.6348;0;118576935;990314199;295338.7188;365799.1464;733816.0962;569635.2486;1088007435
60.543.816/0001-93;Telecomunicações;2022;933421;-42692;0;150495;1155731;812797;12821;910005;750975;933421
60.637.238/0001-54;Alimentos;2015;-2046.1501780085;1152.29811141163;0;39.9806036177516;391.238763973712;2788.64710233818;-6027.07599537606;-13766.1785528123;-13766.1785528123;-2046.1501780085
60.637.238/0001-54;Alimentos;2016;-40018.8167303581;1837.99689508672;0;0;0;14319.1529703608;-56175.9665958056;-43817.2539447284;-43817.2539447284;-40018.8167303581
60.637.238/0001-54;Alimentos;2017;-1868.39512149518;0;0;0;0;10.4598747179576;-1878.85499621314;-1868.39512149518;-1868.39512149518;-1868.39512149518
60.637.238/0001-54;Alimentos;2018;24731.1123111321;0;0;0;0;3762.69000848509;20968.422302647;24731.1123111321;24731.1123111321;24731.1123111321
60.637.238/0001-54;Alimentos;2019;-4265.68902512155;0;0;0;1554.56902929132;988.391359479384;-5254.08038460094;-4245.12274224377;-4245.12274224377;-4265.68902512155
60.637.238/0001-54;Alimentos;2020;-7317.30061386;0;0;0;0;188.81114454;-7506.1117584;-7317.30061386;-7317.30061386;-7317.30061386
60.637.238/0001-54;Alimentos;2021;-4492.6632;0;0;0;0;433206;-4925.8692;-4492.6632;-4492.6632;-4492.6632
60.643.228/0001-21;Papel e Celulose;2010;9595863.683693;1261113.75578367;0;1194770.39702914;20054687.6132215;5941915.80185061;1198063.72902959;7896077.31091823;4393002.96672731;9595863.683693
60.643.228/0001-21;Papel e Celulose;2011;8645846.1832929;252589.86673862;0;1067556.07622662;14405852.0648508;8947558.06367164;-1621857.82334399;6971606.24233427;3451450.59289695;8645846.1832929
60.643.228/0001-21;Papel e Celulose;2012;4811551.4856865;94932.9207906902;0;968008.216825908;13422701.8698611;4982393.62196019;-1233783.27389029;6327869.13182628;3060663.52786391;4811551.4856865
60.643.228/0001-21;Papel e Celulose;2013;5927090.7730803;1073188.25164208;0;990442.19809803;15012726.7902543;5029399.63542463;-1165939.31208444;7645438.17235704;4531348.85433772;5927090.7730803
60.643.228/0001-21;Papel e Celulose;2014;6042177.072881;329505.010212372;0;1029717.12065708;14786531.2364345;4427198.95098831;255755.991023238;7338997.39780545;4390493.57969432;6042177.072881
60.643.228/0001-21;Papel e Celulose;2015;10940179.5715442;1501327.3531159;0;1038983.08560801;17138422.5261588;7890137.85487447;509731.277945824;9495157.75923041;6793271.42250015;10940179.5715442
60.643.228/0001-21;Papel e Celulose;2016;9572967.32333932;2419811.71750251;0;1013067.29009775;16857636.5854885;3901639.52905048;2238448.78668857;6388139.85571198;3719353.56319259;9572967.32333932
60.643.228/0001-21;Papel e Celulose;2017;8036393.65744553;1245319.99681154;0;1151279.1856754;19871528.7808672;4210264.31700475;1429530.15795383;7977579.08939079;5094580.04270674;8036393.65744553
60.643.228/0001-21;Papel e Celulose;2018;13454833.4767858;1979037.50035762;0;1424098.72804052;26295991.6318962;6193652.55453677;3858044.69385093;14487369.0796102;11162642.8219888;13454833.4767858
60.651.809/0001-05;Papel e Celulose;2010;4015753.57377113;379998.471055472;0;1065535.91776904;11036156.1526447;1052545.33195303;1517673.85299358;4609798.76157475;3564588.93931873;4015753.57377113
60.651.809/0001-05;Papel e Celulose;2011;3433890.86954079;-321100.624818604;0;1102088.89104897;11371091.3345124;2581851.01921019;71051.5841002393;3584754.28274787;2407503.64786001;3433890.86954079
60.651.809/0001-05;Papel e Celulose;2012;3058132.21899933;-184683.022034629;0;1209592.65809994;12977815.4985422;2331692.53438337;-298469.951449348;3688857.67101026;2402832.56598604;3058132.21899933
60.651.809/0001-05;Papel e Celulose;2013;4046819.70803319;-335981.703422091;0;1214465.09980222;14095687.5136319;3517256.33087866;-348920.019225604;4499431.77920739;3012519.94544941;4046819.70803319
60.651.809/0001-05;Papel e Celulose;2014;4518911.24438823;-219971.046760279;0;1348811.07845176;14393074.64143;3754620.10540863;-364548.892711884;5330270.03231377;3416662.90030615;4518911.24438823
60.651.809/0001-05;Papel e Celulose;2015;7486740.70376486;-900935.772830721;0;1371940.12465795;16533014.8079983;8232190.48124744;-1216454.12930981;7676711.397612;5649751.90934002;7486740.70376486
60.651.809/0001-05;Papel e Celulose;2016;4612566.23291938;1273773.55979125;0;1331965.13352384;14102286.8286583;-256969.726957292;2263797.26656158;5386925.35818291;3498347.21911369;4612566.23291938
60.651.809/0001-05;Papel e Celulose;2017;7383894.90518027;1078792.25387996;0;1476183.8141646;16423785.4083485;2497822.0051013;2331096.83203441;8148005.75062349;6313800.0371283;7383894.90518027
60.651.809/0001-05;Papel e Celulose;2018;10198859.5348556;540335.651342484;0;1697467.48822467;19450185.7109089;7568481.98408481;392574.411203644;10836394.6488704;8865138.50241435;10198859.5348556
60.651.809/0001-05;Papel e Celulose;2019;13831692.6485346;1975928.61332867;0;2506741.95484158;37378460.5974686;12757694.7414672;-3408672.66110276;18782599.4083274;9039487.42524029;13831692.6485346
60.651.809/0001-05;Papel e Celulose;2020;26734503.1913357;693346.95656712;0;2819471.6457432;39189781.3211426;35652806.4758369;-12431121.8868115;21005142.5286263;13224611.7260714;26734503.1913357
60.651.809/0001-05;Papel e Celulose;2021;30496029.8022;823459.0968;0;2948286.9798;49116028.8114;17600983.3278;9123300.3978;30131584.1604;22694420835;30496029.8022
60.651.809/0001-05;Papel e Celulose;2022;38914131;915722;0;3229670;63625854;11376333;23392406;33081072;25653534;38914131
60.665.981/0001-18;Farmacêutico e Higiene;2021;2539537.0434;885997.1376;0;811196.1972;4103533269;368661.4758;473682.2328;2297819718;2216193.1416;2539537.0434
60.665.981/0001-18;Farmacêutico e Higiene;2022;2713690;818141;0;897024;4391508;631114;367411;2446373;2353839;2713690
60.730.348/0001-66;Papel e Celulose;2010;36953.6480918941;21629.1267508404;0;38707.5758098657;236706.74778622;27800.6481774968;-51183.7026463088;43844.2202930756;34723.0016283811;36953.6480918941
60.730.348/0001-66;Papel e Celulose;2011;98356.1225458494;22572.2499828848;0;45011.8539014768;298582.554214092;39095.0921322502;-8323.07347076243;107327.480302662;97872.2446493449;98356.1225458494
60.730.348/0001-66;Papel e Celulose;2012;104531.389460152;18804.5137579622;0;45690.832075184;297695.710330154;34301.7098583622;5734.33376864349;114398.544545407;103794.269490508;104531.389460152
60.730.348/0001-66;Papel e Celulose;2013;93277.5517843182;16790.8953057852;0;48988.7658184914;304072.985297191;38906.8744702437;-11408.9838102021;102252.975613909;88870.067121631;93277.5517843182
60.730.348/0001-66;Papel e Celulose;2014;176542.624690889;33494.1036523862;0;44858.6240714573;456317.827775257;45513.1499601924;52676.7470068532;186999.305115248;170194.038246067;176542.624690889
60.730.348/0001-66;Papel e Celulose;2015;13689.073102978;33825.0185393185;0;56631.0971458445;216429.286169896;40137.6702748214;-116904.712857006;17093.1359252895;-2290.31743581691;13689.073102978
60.730.348/0001-66;Papel e Celulose;2016;494758.893343969;71206.906065069;0;54502.1246210707;815999.308215399;41290.3445970177;327759.518060812;485813.795716929;466876.776462573;494758.893343969
60.730.348/0001-66;Papel e Celulose;2017;171591.629779415;46658.8861481295;0;55918.4902422014;235307.956623854;19150.7231242407;49863.5302648437;100074.85136406;81465.4267564732;171591.629779415
60.730.348/0001-66;Papel e Celulose;2018;111133.016490558;40069.3701071149;0;55908.2270764786;218526.040164371;9245.32276883804;5910.09653812655;93250.1513094805;76074.6819376388;111133.016490558
60.730.348/0001-66;Papel e Celulose;2019;67975.1942551134;37087.0569353733;0;62147.677512626;188235.928492282;12999.1005601052;-44258.6407529912;71698.901237338;54590.1734457132;67975.1942551134
60.730.348/0001-66;Papel e Celulose;2020;23482.08295776;12336.433677;0;57868.87827564;156757.26729024;16793.76670884;-63516.99570372;35435.10259278;13427.59992336;23482.08295776
60.730.348/0001-66;Papel e Celulose;2021;70741.4832;35368.6284;0;53267.4324;195273.4158;16458.6582;-34353.2358;88227.1566;60310728;70741.4832
60.730.348/0001-66;Papel e Celulose;2022;119736;37410;0;56244;261064;24570;1512;122383;108801;119736
60.746.948/0001-12;Bancos;2010;55022053.284239;18809341.3299466;0;15118846.9972741;138978866.65529;1126911.46992941;19966953.4870889;57781817.8287411;53875836.6914433;55022053.284239
60.746.948/0001-12;Bancos;2011;56309945.062522;14122338.8508421;0;20031635.0753798;167489508.173843;1438072.03063034;20717899.1056697;58996892.8662494;55035567.616501;56309945.062522
60.746.948/0001-12;Bancos;2012;56190496.1953024;16982201.1730571;0;17802840.1938417;150588552.483511;1339362.89390679;20066091.9344968;59138265.4690146;54651449.7995951;56190496.1953024
60.746.948/0001-12;Bancos;2013;52156227.9873767;12071914.9655797;0;17907633.5841133;143129992.385571;1307334.82972166;20869344.607962;54961078.0193433;50380051.7819398;52156227.9873767
60.746.948/0001-12;Bancos;2014;59417034.1551132;15117000.728305;0;18724243.94556;165656148.897664;1319818.41366397;24255971.0675842;61844555.8197252;57230326.0960308;59417034.1551132
60.746.948/0001-12;Bancos;2015;41895097.6680469;-2897258.6957019;0;17483723.5765757;164208215.237019;1267116.69348701;26041516.0936861;43914049.6125657;39713226.1916644;41895097.6680469
60.746.948/0001-12;Bancos;2016;75711008.9526641;30027933.8538494;0;20090667.7418175;221187354.480299;1382616.34517731;24209791.01182;78346486.5972055;73423974.3461478;75711008.9526641
60.746.948/0001-12;Bancos;2017;67426454.8667731;19102061.172084;0;24192457.2649036;190565156.088512;1493364.15838885;22638572.2713966;71152990.5100869;65179659.3950281;67426454.8667731
60.746.948/0001-12;Bancos;2018;57440015.1526406;13902072.8133406;0;20978387.630776;150881961.515191;1440525.19008493;21119029.518439;61384131.3804357;55321137.7320615;57440015.1526406
60.746.948/0001-12;Bancos;2019;54375165.0560395;2144897.5641085;0;26396772.0530379;150663599.224376;218544.580547407;25614950.8583457;60018415.16263;52922118.457721;54375165.0560395
60.746.948/0001-12;Bancos;2020;33861047.7900319;-4032478.9978605;0;19155574.0404252;114243089.305532;165004.72341984;18572948.0240474;40204374.8024117;33345746.2677143;33861047.7900319
60.746.948/0001-12;Bancos;2021;63233658693;19890605943;0;18478463.2128;143867069.1306;160432.0308;24704157.5064;68887943.7066;62788297.5666;63233658693
60.746.948/0001-12;Bancos;2022;53581975;13382030;0;18859762;206588055;122987;21217196;57889269;52226049;53581975
60.770.336/0001-65;Bancos;2010;391235.129153507;88381.6690952929;0;134827.979207783;2142300.54832369;15378.1521999271;152647.328650504;395408.404505101;393706.121317897;391235.129153507
60.770.336/0001-65;Bancos;2011;346069.845230891;73728.7926936405;0;123721.412896588;2324629.74974788;11614.9377705342;137004.701870128;347547.634482378;346069.845230891;346069.845230891
60.770.336/0001-65;Bancos;2012;411659.407123685;106818.759341972;0;120751.564139891;2233298.50831555;12780.281488068;171308.802153754;412981.627117195;411383.650012739;411659.407123685
60.770.336/0001-65;Bancos;2013;384163.182516245;111146.500790306;0;110957.632467635;2132905.01053434;9782.71055392801;152276.338704377;385647.386680245;384178.225126016;384163.182516245
60.770.336/0001-65;Bancos;2014;265152.213637483;48165.8678650178;0;102703.922867961;2220905.46338921;10313.5028861984;103968.920018305;267117.364683228;265067.251142311;265152.213637483
